client_id,age,sex,city_type,education_level,household_size,residence_type,marital_status,dependents_count
16998,69,F,urban,primary,4,rented,mature,3
16999,74,F,urban,technical,2,rented,mature,1
17000,45,F,urban,primary,4,owned,senior_family,3
17001,21,F,rural,primary,6,rented,single,5
17002,61,F,rural,university,1,owned,pre_mature,0
17003,68,M,urban,primary,5,owned,mature,4
17004,43,F,urban,university,1,owned,mid_family,0
17005,35,M,urban,technical,7,rented,mid_family,6
17006,39,F,urban,secondary,2,rented,mid_family,1
17007,41,M,urban,technical,7,owned,mid_family,6
17008,32,F,urban,secondary,7,rented,young_family,6
17009,37,F,rural,primary,2,rented,mid_family,1
17010,35,M,urban,secondary,4,family,mid_family,3
17011,25,F,rural,university,2,rented,young_family,1
17012,54,M,urban,secondary,5,owned,senior_family,4
17013,40,F,urban,technical,2,family,mid_family,1
17014,21,M,urban,primary,2,rented,single,1
17015,53,M,rural,primary,5,owned,senior_family,4
17016,35,M,rural,secondary,1,owned,mid_family,0
17017,25,M,urban,none,6,owned,young_family,5
17018,56,M,urban,technical,4,family,pre_mature,3
17019,57,M,urban,none,3,family,pre_mature,2
17020,23,M,urban,university,1,rented,single,0
17021,61,F,urban,technical,5,family,pre_mature,4
17022,48,M,urban,primary,7,rented,senior_family,6
17023,26,F,urban,university,7,owned,young_family,6
17024,44,M,rural,university,6,owned,mid_family,5
17025,74,M,urban,secondary,5,rented,mature,4
17026,21,M,rural,university,6,rented,single,5
17027,45,M,urban,primary,7,rented,senior_family,6
17028,22,M,rural,technical,5,family,single,4
17029,29,M,urban,university,1,rented,young_family,0
17030,52,F,rural,primary,5,owned,senior_family,4
17031,51,F,urban,secondary,6,rented,senior_family,5
17032,48,F,urban,secondary,4,rented,senior_family,3
17033,51,F,urban,technical,5,rented,senior_family,4
17034,59,F,urban,none,1,owned,pre_mature,0
17035,44,M,urban,technical,2,family,mid_family,1
17036,53,M,urban,technical,5,family,senior_family,4
17037,68,F,urban,secondary,1,owned,mature,0
17038,46,F,urban,primary,6,family,senior_family,5
17039,24,F,rural,primary,1,family,single,0
17040,42,M,urban,technical,4,family,mid_family,3
17041,57,M,urban,primary,5,owned,pre_mature,4
17042,36,F,rural,secondary,6,family,mid_family,5
17043,37,F,urban,secondary,5,rented,mid_family,4
17044,20,M,urban,secondary,2,owned,single,1
17045,71,M,rural,secondary,6,owned,mature,5
17046,22,M,urban,primary,6,rented,single,5
17047,67,M,urban,university,1,rented,mature,0
17048,50,F,urban,secondary,4,rented,senior_family,3
17049,60,M,urban,technical,4,rented,pre_mature,3
17050,51,M,urban,university,4,family,senior_family,3
17051,23,M,urban,university,2,owned,single,1
17052,20,F,urban,secondary,2,owned,single,1
17053,33,F,urban,technical,2,rented,young_family,1
17054,42,F,urban,secondary,6,rented,mid_family,5
17055,72,M,urban,secondary,2,rented,mature,1
17056,72,M,urban,technical,4,rented,mature,3
17057,26,F,urban,university,4,rented,young_family,3
17058,28,M,urban,university,3,rented,young_family,2
17059,72,F,rural,secondary,3,rented,mature,2
17060,61,F,urban,technical,1,rented,pre_mature,0
17061,39,F,urban,secondary,4,owned,mid_family,3
17062,46,F,urban,technical,7,rented,senior_family,6
17063,19,M,urban,technical,5,owned,single,4
17064,62,M,urban,secondary,1,owned,pre_mature,0
17065,64,M,urban,secondary,1,other,pre_mature,0
17066,33,F,urban,none,3,rented,young_family,2
17067,22,F,urban,secondary,6,owned,single,5
17068,74,F,rural,secondary,2,owned,mature,1
17069,45,F,urban,technical,5,family,senior_family,4
17070,38,F,rural,primary,6,rented,mid_family,5
17071,19,F,urban,primary,1,owned,single,0
17072,53,M,rural,technical,2,rented,senior_family,1
17073,73,F,urban,none,3,owned,mature,2
17074,56,F,urban,university,5,owned,pre_mature,4
17075,72,F,rural,university,5,rented,mature,4
17076,55,F,urban,primary,5,rented,pre_mature,4
17077,58,M,urban,secondary,3,other,pre_mature,2
17078,48,M,urban,primary,4,rented,senior_family,3
17079,64,F,rural,none,1,owned,pre_mature,0
17080,56,M,urban,secondary,1,other,pre_mature,0
17081,51,M,urban,primary,5,owned,senior_family,4
17082,56,F,urban,university,1,owned,pre_mature,0
17083,70,F,rural,university,4,rented,mature,3
17084,60,M,urban,technical,5,family,pre_mature,4
17085,41,M,urban,secondary,1,family,mid_family,0
17086,59,F,urban,secondary,4,owned,pre_mature,3
17087,69,F,urban,technical,1,family,mature,0
17088,56,M,urban,primary,3,owned,pre_mature,2
17089,48,F,urban,university,5,rented,senior_family,4
17090,69,M,urban,primary,2,owned,mature,1
17091,39,M,rural,secondary,1,rented,mid_family,0
17092,69,M,urban,primary,2,family,mature,1
17093,48,F,rural,secondary,2,family,senior_family,1
17094,20,M,rural,technical,3,rented,single,2
17095,21,M,urban,technical,1,owned,single,0
17096,73,M,rural,none,4,owned,mature,3
17097,33,M,urban,technical,2,rented,young_family,1
17098,63,M,urban,primary,3,family,pre_mature,2
17099,54,M,rural,technical,6,owned,senior_family,5
17100,51,M,urban,university,4,owned,senior_family,3
17101,47,F,rural,secondary,3,owned,senior_family,2
17102,52,M,urban,technical,3,owned,senior_family,2
17103,62,F,rural,university,5,owned,pre_mature,4
17104,40,F,rural,secondary,7,owned,mid_family,6
17105,54,F,urban,technical,4,family,senior_family,3
17106,42,M,urban,secondary,1,rented,mid_family,0
17107,56,M,urban,university,2,family,pre_mature,1
17108,39,F,urban,primary,1,rented,mid_family,0
17109,29,F,urban,none,3,family,young_family,2
17110,72,F,urban,technical,4,owned,mature,3
17111,72,F,urban,secondary,4,owned,mature,3
17112,52,M,urban,university,3,owned,senior_family,2
17113,54,F,urban,technical,6,rented,senior_family,5
17114,27,F,rural,technical,6,family,young_family,5
17115,60,F,rural,secondary,1,owned,pre_mature,0
17116,61,F,urban,secondary,3,rented,pre_mature,2
17117,24,F,urban,secondary,2,rented,single,1
17118,57,F,urban,university,3,owned,pre_mature,2
17119,27,M,urban,primary,1,rented,young_family,0
17120,54,M,rural,secondary,7,family,senior_family,6
17121,62,M,urban,primary,7,rented,pre_mature,6
17122,33,M,rural,secondary,4,rented,young_family,3
17123,67,F,urban,primary,1,rented,mature,0
17124,53,F,urban,primary,7,rented,senior_family,6
17125,74,M,urban,technical,2,owned,mature,1
17126,64,M,urban,secondary,1,owned,pre_mature,0
17127,53,M,urban,secondary,7,rented,senior_family,6
17128,27,F,urban,secondary,3,rented,young_family,2
17129,72,M,urban,university,1,rented,mature,0
17130,49,F,urban,secondary,2,other,senior_family,1
17131,41,F,rural,primary,2,family,mid_family,1
17132,29,M,urban,secondary,4,owned,young_family,3
17133,47,F,urban,secondary,1,owned,senior_family,0
17134,49,M,urban,primary,1,owned,senior_family,0
17135,20,M,urban,secondary,1,other,single,0
17136,54,F,urban,secondary,7,rented,senior_family,6
17137,20,F,rural,technical,3,other,single,2
17138,64,F,urban,secondary,5,rented,pre_mature,4
17139,47,M,rural,university,6,family,senior_family,5
17140,46,M,urban,primary,1,rented,senior_family,0
17141,40,F,urban,secondary,6,owned,mid_family,5
17142,71,M,urban,secondary,2,rented,mature,1
17143,60,M,urban,primary,7,rented,pre_mature,6
17144,69,F,urban,primary,2,other,mature,1
17145,65,M,rural,secondary,7,other,mature,6
17146,64,M,urban,secondary,1,rented,pre_mature,0
17147,65,F,rural,secondary,7,owned,mature,6
17148,49,F,rural,primary,5,rented,senior_family,4
17149,36,M,urban,primary,6,owned,mid_family,5
17150,28,M,rural,secondary,1,rented,young_family,0
17151,33,M,urban,technical,1,owned,young_family,0
17152,55,F,urban,secondary,4,rented,pre_mature,3
17153,41,F,urban,technical,2,owned,mid_family,1
17154,58,F,rural,secondary,3,owned,pre_mature,2
17155,50,F,urban,secondary,6,family,senior_family,5
17156,46,M,urban,secondary,1,rented,senior_family,0
17157,31,M,urban,secondary,3,family,young_family,2
17158,73,F,urban,primary,6,rented,mature,5
17159,48,M,urban,technical,6,owned,senior_family,5
17160,23,M,urban,technical,2,rented,single,1
17161,40,M,urban,university,5,rented,mid_family,4
17162,66,F,urban,technical,6,family,mature,5
17163,36,F,urban,primary,1,owned,mid_family,0
17164,69,F,urban,primary,1,owned,mature,0
17165,32,M,urban,primary,6,rented,young_family,5
17166,53,M,urban,secondary,6,rented,senior_family,5
17167,47,M,urban,technical,3,rented,senior_family,2
17168,68,M,rural,secondary,1,owned,mature,0
17169,33,F,urban,secondary,4,family,young_family,3
17170,30,M,rural,university,7,owned,young_family,6
17171,31,F,rural,university,2,owned,young_family,1
17172,37,F,rural,secondary,3,family,mid_family,2
17173,33,F,urban,secondary,4,owned,young_family,3
17174,28,M,urban,secondary,6,family,young_family,5
17175,50,M,urban,university,3,owned,senior_family,2
17176,35,M,urban,primary,2,owned,mid_family,1
17177,26,F,rural,secondary,2,owned,young_family,1
17178,27,F,rural,technical,7,rented,young_family,6
17179,24,M,rural,primary,4,family,single,3
17180,27,F,urban,primary,4,owned,young_family,3
17181,71,M,urban,technical,1,family,mature,0
17182,19,F,urban,technical,3,rented,single,2
17183,72,M,urban,technical,1,owned,mature,0
17184,60,M,urban,technical,1,rented,pre_mature,0
17185,34,F,rural,secondary,3,family,young_family,2
17186,35,F,urban,primary,3,rented,mid_family,2
17187,23,M,urban,secondary,1,owned,single,0
17188,52,M,rural,primary,3,family,senior_family,2
17189,22,F,rural,technical,7,owned,single,6
17190,57,F,urban,primary,3,owned,pre_mature,2
17191,44,F,urban,technical,2,owned,mid_family,1
17192,56,F,urban,technical,7,family,pre_mature,6
17193,72,M,rural,university,7,rented,mature,6
17194,71,F,urban,university,1,owned,mature,0
17195,28,F,urban,none,5,owned,young_family,4
17196,59,M,urban,secondary,3,rented,pre_mature,2
17197,49,F,urban,secondary,7,owned,senior_family,6
17198,53,F,urban,secondary,1,owned,senior_family,0
17199,22,M,urban,primary,5,owned,single,4
17200,25,F,rural,university,6,rented,young_family,5
17201,27,M,urban,technical,7,owned,young_family,6
17202,19,F,urban,university,2,family,single,1
17203,23,M,urban,secondary,3,rented,single,2
17204,59,M,urban,primary,6,owned,pre_mature,5
17205,36,F,rural,secondary,2,rented,mid_family,1
17206,67,F,urban,none,2,other,mature,1
17207,62,F,urban,technical,5,owned,pre_mature,4
17208,52,M,urban,secondary,6,rented,senior_family,5
17209,38,F,rural,secondary,1,owned,mid_family,0
17210,74,M,urban,secondary,6,owned,mature,5
17211,54,M,urban,university,7,owned,senior_family,6
17212,68,F,rural,university,2,rented,mature,1
17213,33,F,urban,secondary,6,owned,young_family,5
17214,71,M,urban,primary,6,rented,mature,5
17215,33,F,rural,primary,7,family,young_family,6
17216,59,F,urban,secondary,7,owned,pre_mature,6
17217,74,F,urban,primary,3,owned,mature,2
17218,72,M,urban,secondary,1,owned,mature,0
17219,38,M,urban,primary,3,family,mid_family,2
17220,52,F,rural,primary,1,rented,senior_family,0
17221,59,M,rural,technical,7,rented,pre_mature,6
17222,44,F,urban,technical,4,rented,mid_family,3
17223,46,M,rural,university,5,owned,senior_family,4
17224,20,F,urban,secondary,1,rented,single,0
17225,22,M,urban,primary,1,rented,single,0
17226,70,M,urban,technical,1,owned,mature,0
17227,22,F,urban,secondary,3,rented,single,2
17228,40,M,urban,secondary,3,other,mid_family,2
17229,61,M,rural,primary,1,rented,pre_mature,0
17230,23,F,urban,secondary,4,owned,single,3
17231,67,M,rural,university,7,owned,mature,6
17232,58,F,rural,secondary,6,rented,pre_mature,5
17233,42,F,rural,technical,7,owned,mid_family,6
17234,36,F,rural,secondary,1,family,mid_family,0
17235,23,M,urban,technical,4,rented,single,3
17236,48,F,rural,primary,5,rented,senior_family,4
17237,61,F,urban,primary,4,rented,pre_mature,3
17238,74,F,rural,secondary,1,rented,mature,0
17239,33,M,rural,secondary,3,owned,young_family,2
17240,55,M,urban,secondary,2,owned,pre_mature,1
17241,19,F,rural,primary,3,family,single,2
17242,19,M,urban,secondary,6,rented,single,5
17243,28,F,urban,secondary,3,owned,young_family,2
17244,21,M,urban,secondary,5,rented,single,4
17245,35,M,urban,technical,7,owned,mid_family,6
17246,51,M,rural,university,3,family,senior_family,2
17247,27,F,rural,none,7,owned,young_family,6
17248,20,F,urban,university,7,rented,single,6
17249,39,M,urban,secondary,1,rented,mid_family,0
17250,18,M,urban,primary,3,rented,single,2
17251,53,F,rural,university,5,rented,senior_family,4
17252,36,F,urban,primary,4,family,mid_family,3
17253,62,M,urban,secondary,6,rented,pre_mature,5
17254,21,F,rural,university,7,owned,single,6
17255,37,F,urban,none,6,rented,mid_family,5
17256,66,F,rural,technical,4,rented,mature,3
17257,38,F,urban,secondary,2,rented,mid_family,1
17258,39,F,urban,secondary,2,owned,mid_family,1
17259,19,M,urban,secondary,1,owned,single,0
17260,45,F,urban,secondary,1,owned,senior_family,0
17261,58,F,rural,primary,4,other,pre_mature,3
17262,61,M,rural,technical,4,rented,pre_mature,3
17263,26,M,urban,secondary,4,owned,young_family,3
17264,36,F,urban,primary,2,other,mid_family,1
17265,22,F,rural,secondary,2,family,single,1
17266,36,M,urban,secondary,1,other,mid_family,0
17267,69,M,urban,secondary,5,family,mature,4
17268,33,M,urban,secondary,5,rented,young_family,4
17269,46,F,urban,university,7,rented,senior_family,6
17270,73,M,rural,technical,2,rented,mature,1
17271,72,M,urban,primary,4,owned,mature,3
17272,29,F,urban,secondary,5,owned,young_family,4
17273,41,M,urban,technical,7,rented,mid_family,6
17274,56,F,rural,secondary,7,owned,pre_mature,6
17275,74,M,urban,secondary,7,owned,mature,6
17276,54,F,urban,university,2,family,senior_family,1
17277,61,F,urban,university,5,rented,pre_mature,4
17278,44,M,urban,secondary,7,owned,mid_family,6
17279,25,M,urban,secondary,3,owned,young_family,2
17280,61,M,urban,secondary,3,owned,pre_mature,2
17281,40,M,urban,secondary,5,owned,mid_family,4
17282,28,M,rural,none,1,rented,young_family,0
17283,46,F,rural,primary,2,rented,senior_family,1
17284,22,M,urban,secondary,3,owned,single,2
17285,56,F,urban,technical,3,rented,pre_mature,2
17286,54,F,urban,primary,6,rented,senior_family,5
17287,43,M,urban,secondary,4,rented,mid_family,3
17288,32,M,urban,technical,3,rented,young_family,2
17289,45,F,urban,secondary,4,other,senior_family,3
17290,67,F,urban,university,2,rented,mature,1
17291,34,M,rural,university,1,rented,young_family,0
17292,50,M,urban,technical,2,rented,senior_family,1
17293,49,F,rural,primary,1,owned,senior_family,0
17294,28,F,urban,university,2,rented,young_family,1
17295,48,M,urban,primary,1,rented,senior_family,0
17296,34,M,urban,primary,6,family,young_family,5
17297,66,F,urban,technical,3,owned,mature,2
17298,52,F,urban,technical,2,rented,senior_family,1
17299,50,F,urban,primary,4,rented,senior_family,3
17300,71,M,rural,university,5,owned,mature,4
17301,39,M,rural,secondary,7,family,mid_family,6
17302,39,F,rural,secondary,5,rented,mid_family,4
17303,31,M,urban,primary,4,owned,young_family,3
17304,21,M,rural,primary,5,owned,single,4
17305,64,M,rural,university,3,other,pre_mature,2
17306,57,F,rural,primary,5,rented,pre_mature,4
17307,56,M,urban,secondary,2,rented,pre_mature,1
17308,49,F,rural,university,2,family,senior_family,1
17309,55,M,urban,technical,4,owned,pre_mature,3
17310,60,F,urban,secondary,4,rented,pre_mature,3
17311,22,M,urban,technical,5,rented,single,4
17312,46,F,urban,secondary,2,owned,senior_family,1
17313,66,M,rural,technical,3,owned,mature,2
17314,40,M,urban,secondary,1,owned,mid_family,0
17315,50,M,urban,primary,7,owned,senior_family,6
17316,42,M,urban,primary,5,rented,mid_family,4
17317,66,M,urban,technical,1,family,mature,0
17318,64,M,urban,secondary,4,family,pre_mature,3
17319,63,F,urban,university,1,rented,pre_mature,0
17320,40,F,urban,university,4,other,mid_family,3
17321,72,M,urban,secondary,6,rented,mature,5
17322,44,F,urban,university,1,family,mid_family,0
17323,60,M,urban,none,3,rented,pre_mature,2
17324,32,F,rural,secondary,7,rented,young_family,6
17325,28,M,urban,primary,2,owned,young_family,1
17326,18,M,urban,primary,1,rented,single,0
17327,33,F,urban,secondary,6,owned,young_family,5
17328,30,M,rural,technical,2,other,young_family,1
17329,72,M,urban,secondary,2,rented,mature,1
17330,64,F,rural,primary,5,owned,pre_mature,4
17331,74,M,urban,university,6,rented,mature,5
17332,70,F,urban,secondary,4,owned,mature,3
17333,50,F,urban,secondary,5,rented,senior_family,4
17334,60,M,urban,secondary,4,owned,pre_mature,3
17335,30,M,urban,none,5,rented,young_family,4
17336,42,F,urban,secondary,6,family,mid_family,5
17337,65,F,urban,primary,1,family,mature,0
17338,56,F,urban,technical,4,rented,pre_mature,3
17339,72,M,urban,secondary,7,rented,mature,6
17340,25,F,urban,university,5,other,young_family,4
17341,44,M,urban,primary,1,owned,mid_family,0
17342,23,M,urban,primary,6,owned,single,5
17343,27,M,urban,primary,1,owned,young_family,0
17344,28,F,urban,university,6,rented,young_family,5
17345,59,F,urban,university,6,owned,pre_mature,5
17346,52,F,urban,technical,6,rented,senior_family,5
17347,45,F,urban,secondary,2,owned,senior_family,1
17348,41,M,urban,secondary,1,family,mid_family,0
17349,65,F,urban,primary,6,rented,mature,5
17350,28,M,urban,secondary,2,rented,young_family,1
17351,39,M,urban,university,4,owned,mid_family,3
17352,49,F,urban,primary,4,rented,senior_family,3
17353,40,M,urban,primary,2,rented,mid_family,1
17354,69,F,urban,secondary,7,owned,mature,6
17355,40,M,urban,technical,2,owned,mid_family,1
17356,49,M,urban,secondary,3,rented,senior_family,2
17357,51,M,rural,technical,6,rented,senior_family,5
17358,47,M,urban,technical,2,rented,senior_family,1
17359,29,F,urban,primary,3,owned,young_family,2
17360,38,F,urban,technical,7,rented,mid_family,6
17361,74,M,urban,university,3,rented,mature,2
17362,18,M,rural,none,6,family,single,5
17363,65,F,urban,secondary,6,family,mature,5
17364,32,M,urban,technical,5,rented,young_family,4
17365,53,F,urban,secondary,2,rented,senior_family,1
17366,36,M,rural,primary,2,rented,mid_family,1
17367,27,M,urban,secondary,6,rented,young_family,5
17368,43,F,urban,primary,6,rented,mid_family,5
17369,43,M,urban,secondary,4,rented,mid_family,3
17370,70,F,urban,technical,7,rented,mature,6
17371,28,M,urban,secondary,1,family,young_family,0
17372,35,M,rural,secondary,7,rented,mid_family,6
17373,65,F,urban,secondary,4,rented,mature,3
17374,35,F,rural,secondary,6,family,mid_family,5
17375,18,F,urban,technical,2,owned,single,1
17376,36,M,urban,technical,5,rented,mid_family,4
17377,43,M,urban,technical,3,owned,mid_family,2
17378,30,M,rural,secondary,7,other,young_family,6
17379,27,F,rural,primary,3,rented,young_family,2
17380,42,M,urban,primary,6,owned,mid_family,5
17381,19,F,urban,technical,7,owned,single,6
17382,60,M,urban,technical,2,rented,pre_mature,1
17383,40,M,urban,primary,7,family,mid_family,6
17384,59,F,urban,primary,7,rented,pre_mature,6
17385,46,F,urban,secondary,5,owned,senior_family,4
17386,18,M,urban,technical,6,rented,single,5
17387,74,M,urban,technical,2,owned,mature,1
17388,61,F,rural,primary,6,rented,pre_mature,5
17389,22,F,urban,primary,5,family,single,4
17390,40,M,urban,primary,5,owned,mid_family,4
17391,55,F,rural,technical,5,owned,pre_mature,4
17392,19,F,urban,secondary,7,rented,single,6
17393,29,M,urban,university,4,family,young_family,3
17394,74,M,urban,secondary,3,family,mature,2
17395,59,F,rural,technical,6,rented,pre_mature,5
17396,67,M,urban,technical,6,owned,mature,5
17397,69,F,urban,university,6,owned,mature,5
17398,38,F,urban,secondary,7,owned,mid_family,6
17399,63,F,urban,primary,2,owned,pre_mature,1
17400,56,M,urban,university,5,rented,pre_mature,4
17401,53,M,rural,secondary,6,owned,senior_family,5
17402,54,M,urban,university,2,rented,senior_family,1
17403,29,F,urban,secondary,6,owned,young_family,5
17404,74,M,urban,secondary,7,rented,mature,6
17405,26,F,urban,primary,7,family,young_family,6
17406,28,M,urban,technical,7,family,young_family,6
17407,68,F,rural,technical,2,family,mature,1
17408,30,M,urban,university,5,owned,young_family,4
17409,21,M,urban,secondary,1,owned,single,0
17410,56,M,urban,technical,7,owned,pre_mature,6
17411,35,M,urban,technical,5,rented,mid_family,4
17412,22,F,urban,secondary,3,family,single,2
17413,28,M,rural,technical,1,rented,young_family,0
17414,64,F,urban,secondary,3,rented,pre_mature,2
17415,26,F,rural,university,1,rented,young_family,0
17416,30,M,urban,university,7,family,young_family,6
17417,55,M,urban,none,3,rented,pre_mature,2
17418,61,M,urban,secondary,7,rented,pre_mature,6
17419,49,F,urban,primary,3,rented,senior_family,2
17420,26,M,urban,primary,4,rented,young_family,3
17421,35,F,urban,secondary,3,owned,mid_family,2
17422,60,M,urban,secondary,1,owned,pre_mature,0
17423,44,F,urban,primary,5,owned,mid_family,4
17424,22,F,urban,technical,1,rented,single,0
17425,68,M,rural,university,3,family,mature,2
17426,23,F,urban,none,2,owned,single,1
17427,57,M,urban,secondary,2,rented,pre_mature,1
17428,20,M,urban,primary,1,rented,single,0
17429,41,F,urban,secondary,2,rented,mid_family,1
17430,55,F,rural,technical,5,rented,pre_mature,4
17431,27,M,urban,primary,1,rented,young_family,0
17432,27,F,urban,none,1,other,young_family,0
17433,55,F,urban,technical,7,other,pre_mature,6
17434,38,F,rural,technical,6,owned,mid_family,5
17435,33,F,urban,secondary,3,rented,young_family,2
17436,68,M,urban,university,1,rented,mature,0
17437,34,M,urban,none,4,owned,young_family,3
17438,36,F,urban,secondary,3,owned,mid_family,2
17439,63,F,rural,secondary,4,rented,pre_mature,3
17440,27,F,urban,secondary,3,rented,young_family,2
17441,43,M,urban,primary,6,owned,mid_family,5
17442,56,F,urban,primary,2,rented,pre_mature,1
17443,21,M,urban,primary,5,family,single,4
17444,27,M,urban,technical,5,owned,young_family,4
17445,70,M,urban,university,7,other,mature,6
17446,59,F,urban,university,5,family,pre_mature,4
17447,36,F,urban,secondary,6,rented,mid_family,5
17448,43,M,urban,secondary,4,owned,mid_family,3
17449,39,F,urban,university,5,owned,mid_family,4
17450,71,M,rural,technical,2,family,mature,1
17451,60,M,urban,secondary,3,rented,pre_mature,2
17452,31,M,rural,secondary,3,owned,young_family,2
17453,22,M,urban,primary,6,rented,single,5
17454,45,M,rural,primary,6,rented,senior_family,5
17455,63,F,urban,university,7,owned,pre_mature,6
17456,66,M,urban,technical,5,rented,mature,4
17457,23,M,urban,secondary,3,rented,single,2
17458,54,M,urban,technical,1,owned,senior_family,0
17459,44,M,urban,primary,7,owned,mid_family,6
17460,29,M,urban,university,7,owned,young_family,6
17461,48,F,urban,secondary,4,rented,senior_family,3
17462,22,M,urban,technical,1,rented,single,0
17463,21,F,urban,technical,7,rented,single,6
17464,49,M,urban,secondary,1,rented,senior_family,0
17465,27,M,urban,secondary,3,rented,young_family,2
17466,50,F,urban,primary,2,owned,senior_family,1
17467,73,M,rural,secondary,1,rented,mature,0
17468,30,M,urban,university,7,rented,young_family,6
17469,59,M,urban,primary,4,owned,pre_mature,3
17470,63,F,urban,secondary,3,other,pre_mature,2
17471,25,M,urban,technical,5,owned,young_family,4
17472,31,F,urban,technical,5,owned,young_family,4
17473,30,F,urban,primary,7,rented,young_family,6
17474,73,F,urban,primary,2,family,mature,1
17475,51,M,urban,secondary,2,family,senior_family,1
17476,58,M,urban,primary,4,family,pre_mature,3
17477,24,F,urban,primary,1,owned,single,0
17478,52,F,rural,technical,5,owned,senior_family,4
17479,49,M,urban,technical,7,owned,senior_family,6
17480,55,M,urban,secondary,7,rented,pre_mature,6
17481,43,F,urban,primary,4,rented,mid_family,3
17482,18,M,rural,none,3,owned,single,2
17483,55,F,urban,primary,2,family,pre_mature,1
17484,38,F,urban,secondary,3,family,mid_family,2
17485,32,F,urban,primary,2,owned,young_family,1
17486,67,F,rural,primary,1,owned,mature,0
17487,27,F,rural,primary,2,rented,young_family,1
17488,70,M,urban,primary,6,family,mature,5
17489,46,M,rural,primary,7,family,senior_family,6
17490,28,M,urban,university,7,owned,young_family,6
17491,66,M,rural,primary,5,owned,mature,4
17492,69,M,urban,primary,1,owned,mature,0
17493,71,M,rural,primary,3,rented,mature,2
17494,39,M,rural,secondary,6,rented,mid_family,5
17495,70,M,urban,university,7,rented,mature,6
17496,57,F,urban,secondary,2,owned,pre_mature,1
17497,40,F,urban,university,4,rented,mid_family,3
17498,67,M,urban,primary,7,rented,mature,6
17499,47,F,urban,technical,1,family,senior_family,0
17500,30,M,urban,primary,4,owned,young_family,3
17501,60,F,urban,secondary,3,family,pre_mature,2
17502,25,M,urban,technical,6,rented,young_family,5
17503,34,F,urban,primary,7,rented,young_family,6
17504,44,M,urban,secondary,5,family,mid_family,4
17505,52,F,urban,primary,2,rented,senior_family,1
17506,53,M,urban,secondary,5,owned,senior_family,4
17507,64,F,urban,primary,6,owned,pre_mature,5
17508,50,F,urban,technical,7,rented,senior_family,6
17509,46,F,urban,none,3,owned,senior_family,2
17510,56,M,urban,primary,2,rented,pre_mature,1
17511,47,M,urban,none,1,owned,senior_family,0
17512,70,M,urban,technical,4,family,mature,3
17513,40,M,rural,primary,1,owned,mid_family,0
17514,24,M,urban,technical,7,owned,single,6
17515,53,M,urban,secondary,6,owned,senior_family,5
17516,72,M,urban,primary,6,rented,mature,5
17517,29,M,urban,technical,1,rented,young_family,0
17518,27,M,urban,university,1,owned,young_family,0
17519,42,F,urban,technical,6,family,mid_family,5
17520,71,F,rural,primary,2,rented,mature,1
17521,33,M,rural,primary,2,family,young_family,1
17522,61,M,urban,university,5,family,pre_mature,4
17523,33,F,urban,primary,3,other,young_family,2
17524,64,F,urban,secondary,2,owned,pre_mature,1
17525,32,F,rural,university,6,family,young_family,5
17526,67,M,urban,secondary,2,rented,mature,1
17527,46,F,rural,university,1,rented,senior_family,0
17528,24,M,urban,primary,2,rented,single,1
17529,71,M,urban,primary,6,rented,mature,5
17530,55,M,urban,none,2,rented,pre_mature,1
17531,18,F,rural,secondary,2,rented,single,1
17532,37,M,rural,primary,5,family,mid_family,4
17533,68,F,rural,technical,5,rented,mature,4
17534,39,F,urban,university,3,rented,mid_family,2
17535,72,F,urban,technical,7,other,mature,6
17536,47,F,urban,secondary,6,rented,senior_family,5
17537,24,M,rural,secondary,1,rented,single,0
17538,52,F,urban,university,7,owned,senior_family,6
17539,21,F,urban,secondary,1,rented,single,0
17540,58,F,urban,primary,3,owned,pre_mature,2
17541,22,M,urban,primary,1,family,single,0
17542,52,M,rural,primary,7,rented,senior_family,6
17543,27,M,rural,primary,5,owned,young_family,4
17544,30,F,rural,secondary,4,owned,young_family,3
17545,29,M,urban,technical,6,owned,young_family,5
17546,38,M,urban,secondary,5,rented,mid_family,4
17547,52,M,urban,primary,5,rented,senior_family,4
17548,67,F,urban,primary,7,rented,mature,6
17549,54,F,rural,university,4,other,senior_family,3
17550,58,M,urban,secondary,5,rented,pre_mature,4
17551,66,F,urban,secondary,3,other,mature,2
17552,44,F,rural,university,7,other,mid_family,6
17553,23,M,urban,technical,6,family,single,5
17554,31,M,rural,technical,2,owned,young_family,1
17555,74,M,urban,primary,4,other,mature,3
17556,65,M,urban,primary,7,rented,mature,6
17557,74,F,urban,primary,5,rented,mature,4
17558,32,M,urban,secondary,2,rented,young_family,1
17559,26,M,urban,technical,4,owned,young_family,3
17560,69,M,rural,primary,7,owned,mature,6
17561,74,F,urban,secondary,6,rented,mature,5
17562,43,M,urban,none,5,owned,mid_family,4
17563,73,M,urban,university,1,rented,mature,0
17564,55,F,rural,secondary,7,rented,pre_mature,6
17565,66,F,urban,secondary,4,rented,mature,3
17566,30,M,urban,technical,6,family,young_family,5
17567,50,M,rural,secondary,1,rented,senior_family,0
17568,26,F,urban,primary,3,rented,young_family,2
17569,61,M,rural,none,2,rented,pre_mature,1
17570,31,M,urban,technical,2,owned,young_family,1
17571,66,F,urban,secondary,2,rented,mature,1
17572,49,M,rural,primary,7,family,senior_family,6
17573,57,M,rural,none,5,owned,pre_mature,4
